,Unnamed: 0.1,Unnamed: 0,id,title,description,material_state,category,BIM_class,location,date_published,price_initial,price_latest,price_change,imagefiles,material_type,co2,avoided_waste,quantity_initial,quantity_latest,disappeared,country,sold,sold_after,city,deconstruction,state,constraints,price,publishDate,images,distance,rseSummary,promotion,source,conditioning,rate,diag_it,showroom,avoidedWastes,trustLevel,quantity,min_quantity,end_date,pickup_start_date,pickup_end_date,deposit_mode,date,object,material,dim,quantity_n
4801,5875,5875,0491b33e-87d2-48b8-85a1-890f2c3e3aa1,Urinoir,Urinoir à déposer,verygood,urinals,D.20.10.03.1,NANCY,2023-03-15,33.0,33.0,0.0,"['/upload/material/images/33bc51c4-d6d1-4574-8b46-ef856c883dc9.jpg', '/upload/material/images/56888b4d-314b-4026-a92a-102ce7f57fc8.jpg']",used,38.75,19.0,4.0,4.0,2023-09-24,FR,2.0,193.0,,,,,"{'score': 6.365642184391618e-05, 'start': 0, 'end': 7, 'answer': 'Urinoir'}",,,,,,,,,,,,,,,,,,,,Urinoir à déposer,,,
4802,5876,5876,04f3cfca-36c0-498a-addb-8400b0c56d52,Inverseur de source,Inverseur de source calibre A,correct,other_special_system_device,D.50.90.07.3,NANCY,2023-03-22,80.0,80.0,0.0,['/upload/material/images/402cccf3-1b86-4016-a746-865a65c9b2c3.jpg'],used,0.0,3.8,1.0,1.0,2023-09-24,FR,2.0,186.0,,,,,"{'score': 0.014878242276608944, 'start': 0, 'end': 29, 'answer': 'Inverseur de source calibre A'}",,,,,,,,,,,,,,,,,,,,Inverseur de source calibre A,,,
4803,5877,5877,051e16f3-92b3-4e30-a7b8-371b1b3d3dbb,Porte vitrée simple manuelle, Porte simple manuelle en verre. cadre en aluminium,verygood,glass_interior_door,C.10.20.02.1b,PARIS-8E-ARRONDISSEMENT,2023-03-23,75.0,75.0,0.0,['/upload/material/images/3d666254-9b1f-4b56-ac8d-ab39db6b2ff3.jpeg'],used,0.0,0.0,2.0,2.0,2023-09-24,FR,2.0,185.0,,,,,"{'score': 0.00017073904746212065, 'start': 1, 'end': 51, 'answer': 'Porte simple manuelle en verre. cadre en aluminium'}",,,,,,,,,,,,,,,,,,,,, verre.,,
4804,5878,5878,052a8fad-b49f-45db-9c93-8230a60a47b4,Main courante seule, Main courante seule en Acier inoxydable,verygood,handrail,C.20.10.90.3a,PARIS-8E-ARRONDISSEMENT,2023-03-24,40.0,40.0,0.0,"['/upload/material/images/4e1d7603-2881-488e-a765-1c2f180b52e9.png', '/upload/material/images/9a2b3e07-9e09-4f30-b996-f4a76677de3c.png']",used,9.16,2.1,3.0,3.0,2023-09-24,FR,2.0,184.0,,,,,"{'score': 0.012915466912090778, 'start': 1, 'end': 40, 'answer': 'Main courante seule en Acier inoxydable'}",,,,,,,,,,,,,,,,,,,,, Acier inoxydable,,
4805,5879,5879,059f3d8b-de4b-4547-8fcd-0d40e002eed4,Porte simple manuelle, Boiseries d'un côté. Porte simple manuelle en Composite,verygood,simple_solid_doors,C.10.20.01.1e,PARIS-8E-ARRONDISSEMENT,2023-03-24,70.0,70.0,0.0,"['/upload/material/images/3773b6a8-7974-4532-9a86-bc0ea18b11ea.png', '/upload/material/images/b6109af2-e0b7-4413-b025-9936495aafc6.png', '/upload/material/images/113f8512-8b00-40f2-a44e-154430e99d12.png', '/upload/material/images/c668a9d8-afd1-4955-bd6a-3d563c1a2654.png']",used,0.0,0.0,1.0,1.0,2023-09-24,FR,2.0,184.0,,,,,"{'score': 2.8200429369462654e-06, 'start': 21, 'end': 56, 'answer': ' Porte simple manuelle en Composite'}",,,,,,,,,,,,,,,,,,,,, Composite,,
4806,5880,5880,05de8056-8993-463f-b143-2fe6bfac1c01,Porte double automatique,Deux ouvrants de 95 et 55 de large. Porte tiers automatique en bois massif et aluminium,correct,simple_solid_doors,C.10.20.01.5g,PARIS-8E-ARRONDISSEMENT,2023-03-23,120.0,120.0,0.0,"['/upload/material/images/d5cc22d7-4e00-4664-8a97-b8bbab435cd8.jpeg', '/upload/material/images/6feb9424-d336-44f4-a50d-e3e9a90f527e.jpeg']",used,0.0,0.0,1.0,1.0,2023-09-24,FR,2.0,185.0,,,,,"{'score': 1.8086088857671712e-06, 'start': 35, 'end': 47, 'answer': ' Porte tiers'}",,,,,,,,,,,,,,,,,,,, Porte tiers automatique,,,
4807,5881,5881,05fc0876-a90a-4205-9371-38393fa14739,Parquet,Parque contre-collé,verygood,wood_flooring,C.30.20.03.2,PARIS-8E-ARRONDISSEMENT,2023-03-23,50.0,50.0,0.0,"['/upload/material/images/c15cf18c-7524-4c8d-b238-249c5d2c8fa4.jpeg', '/upload/material/images/f4c0154b-4b05-4761-9414-3e7c52587aec.jpeg']",used,6.1,8.6,37.0,37.0,2023-09-24,FR,2.0,185.0,,,,,"{'score': 0.002051654038950801, 'start': 0, 'end': 19, 'answer': 'Parque contre-collé'}",,,,,,,,,,,,,,,,,,,,,,,
4808,5882,5882,064873fb-4ad5-47f9-96e4-2e1eda0389dc,Main courante,Main courante seule en acier inoxydable,verygood,handrail,C.20.10.90.3a,PARIS-8E-ARRONDISSEMENT,2023-03-23,26.0,26.0,0.0,"['/upload/material/images/0f2c4d18-e5fa-4648-9e58-488661a1dae5.jpeg', '/upload/material/images/a6c2d4d4-0e8c-425d-865a-5562786e4c94.jpeg']",used,9.16,2.1,1.0,1.0,2023-09-24,FR,2.0,185.0,,,,,"{'score': 0.011017217300832272, 'start': 0, 'end': 39, 'answer': 'Main courante seule en acier inoxydable'}",,,,,,,,,,,,,,,,,,,,Main courante seule, acier inoxydable,,
4809,5883,5883,0687216c-92f8-483d-b17a-39f2fcab08c7,Plafond,Dalle de plafond suspendu en laine minérale.,correct,gypsum_wallboard_ceiling_finishes,C.30.30.01.1g,NEUILLY-SUR-SEINE,2023-03-14,6.0,6.0,0.0,['/upload/material/images/ff345d91-9d61-43cb-a106-deab2376820e.jpeg'],used,4.49,2.2,162.0,162.0,2023-09-24,FR,2.0,194.0,,,,,"{'score': 6.196641606948106e-06, 'start': 0, 'end': 44, 'answer': 'Dalle de plafond suspendu en laine minérale.'}",,,,,,,,,,,,,,,,,,,,, laine minérale.,,
4810,5884,5884,06ea205d-3a2c-49a9-82d2-4a02db8ab5af,Alarme incendie et système de détection,BAES / BES  mis en oeuvre en 2019 de marque Legrand (REF : 625 25),correct,fire_alarm_device,D.40.10.01.2,NEUILLY-SUR-SEINE,2023-03-14,10.0,10.0,0.0,"['/upload/material/images/b66effe8-8592-4fa8-b223-2377e5d66d1c.jpeg', '/upload/material/images/3b4f736e-4aeb-4bbc-a663-2db57877d812.jpeg', '/upload/material/images/3976ad23-ae7f-4de1-b208-6173d92867db.jpeg']",used,13.46,0.55,96.0,96.0,2023-09-24,FR,2.0,194.0,,,,,"{'score': 0.002784919459372759, 'start': 58, 'end': 66, 'answer': ' 625 25)'}",,,,,,,,,,,,,,,,,,,,,,,
4811,5885,5885,06f959c7-fd5f-4b6c-8246-db9ff5192ada,Cloison,Cloison amovible semi-vitrée. Panneau sandwich pour les parties pleines. Dimensions pour un panneau.,verygood,demountable_partitions,C.10.10.02.1e,NEUILLY-SUR-SEINE,2023-03-14,185.0,185.0,0.0,"['/upload/material/images/f1d585c1-9b96-4018-85f3-496a2da59c25.jpeg', '/upload/material/images/f0a231ee-2716-4b72-9ec9-5ee6c95e046e.jpeg']",used,0.0,0.0,39.0,39.0,2023-09-24,FR,2.0,194.0,,,,,"{'score': 2.6922063511847227e-07, 'start': 72, 'end': 83, 'answer': ' Dimensions'}",,,,,,,,,,,,,,,,,,,,,,,
4812,5886,5886,07077e59-0cdd-446e-ba07-a78a78612b18,Cloison amovible,À calculer sur plan . Cloison amovible en Verre,,demountable_partitions,C.10.10.02.1f,PARIS-8E-ARRONDISSEMENT,2023-03-24,65.0,65.0,0.0,['/upload/material/images/6815d53e-3f34-44d9-9089-a41bcad8aac3.png'],used,0.0,0.0,10.0,10.0,2023-09-24,FR,2.0,184.0,,,,,"{'score': 0.0033018947578966618, 'start': 21, 'end': 47, 'answer': ' Cloison amovible en Verre'}",,,,,,,,,,,,,,,,,,,, Cloison amovible en Verre, Verre,,
4813,5887,5887,07653c73-55c2-4704-bb0d-bb6706686e04,Spot encastré, Spot encastré,correct,lighting_general_equipment,D.50.20.02.13,PARIS-8E-ARRONDISSEMENT,2023-03-24,12.0,12.0,0.0,['/upload/material/images/02419087-0495-4760-8eb1-a32a1a68f301.jpeg'],used,11.51,0.12,29.0,29.0,2023-09-24,FR,2.0,184.0,,,,,"{'score': 0.013467972166836262, 'start': 1, 'end': 14, 'answer': 'Spot encastré'}",,,,,,,,,,,,,,,,,,,,Spot encastré,Spot encastré,,
4814,5888,5888,08232ad9-2e6d-4ffc-bc60-052a49c0d047,Porte intérieure,"Porte coupe-feu  simple manuelle en acier, sans poignée, largeur 113cm",correct,fire_doors,C.10.20.03,NEUILLY-SUR-SEINE,2023-03-14,100.0,100.0,0.0,['/upload/material/images/7b63043b-8161-4b6e-8703-79e1fc58de0d.jpeg'],used,0.0,0.0,1.0,1.0,2023-09-24,FR,2.0,194.0,,,,,"{'score': 0.0003317534865345806, 'start': 0, 'end': 15, 'answer': 'Porte coupe-feu'}",,,,,,,,,,,,,,,,,,,,Porte coupe-feu," acier,", largeur 113cm,
4815,5889,5889,0877db60-8809-426c-a66a-3259f597310f,Source d'énergie,Ballon de stockage individuel Atlantic 50L,correct,hot_water_supply,D.30.10.04.2,NEUILLY-SUR-SEINE,2023-03-14,100.0,100.0,0.0,"['/upload/material/images/db0eda88-ac91-40fa-8d99-0cd45d3169dc.jpeg', '/upload/material/images/9494a5a1-5228-4afd-8681-06305d58cb67.jpeg']",used,0.0,49.0,1.0,1.0,2023-09-24,FR,2.0,194.0,,,,,"{'score': 0.0002750183630269021, 'start': 0, 'end': 42, 'answer': 'Ballon de stockage individuel Atlantic 50L'}",,,,,,,,,,,,,,,,,,,,Ballon de stockage individuel Atlantic 50L,,, 50L
4816,5890,5890,08bddb89-e479-4dee-add9-ee323755ea3b,Porte intérieure,Porte de secours avec poignée antipanique.,verygood,simple_solid_doors,C.10.20.01.1e,NEUILLY-SUR-SEINE,2023-03-14,60.0,60.0,0.0,"['/upload/material/images/5fc3c4be-564a-4f50-bd8e-02155b8321e4.jpeg', '/upload/material/images/486a8f5a-6b5a-42ea-ab7b-bbeeea2899b3.jpeg']",used,0.0,0.0,6.0,6.0,2023-09-24,FR,2.0,194.0,,,,,"{'score': 3.6933306546416134e-05, 'start': 0, 'end': 42, 'answer': 'Porte de secours avec poignée antipanique.'}",,,,,,,,,,,,,,,,,,,,Porte de secours,,,
4817,5891,5891,090f64e4-2ce3-4785-b409-49795084df53,Etuve mobile basse 10 niveaux,"Non testé /  Marque: GAUDIN /  Modèle:  /  Année: INDETERMIN
E",damaged,ovens,E.10.90.02.15,PARIS-8E-ARRONDISSEMENT,2023-03-28,0.0,0.0,0.0,['/upload/material/images/f6e83ac2-38bf-4c77-a142-87b24d34b19f.JPG'],used,0.0,15.8,1.0,1.0,2023-04-20,FR,1.0,23.0,,,,,"{'score': 0.0019136512419208884, 'start': 0, 'end': 9, 'answer': 'Non testé'}",,,,,,,,,,,,,,,,,,,,,,,
4818,5892,5892,0949e386-31c1-4ce5-9db5-891d66ffbb7b,Porte simple manuelle,Porte simple manuelle en bois massif,verygood,simple_solid_doors,C.10.20.01.1e,PARIS-8E-ARRONDISSEMENT,2023-03-23,70.0,70.0,0.0,['/upload/material/images/f5777b50-41f0-4d29-bb1d-ef30e316e672.jpeg'],used,0.0,0.0,31.0,31.0,2023-09-24,FR,2.0,185.0,,,,,"{'score': 0.0035516947973519564, 'start': 0, 'end': 36, 'answer': 'Porte simple manuelle en bois massif'}",,,,,,,,,,,,,,,,,,,,Porte simple manuelle, bois massif,,
4819,5894,5894,09ef1f70-7c6e-48d5-8c54-0c7b1ac25375,Grille de ventilation,Grille de ventilation rectangulaire intérieure,correct,removing_air,D.30.40.07.1,PARIS-8E-ARRONDISSEMENT,2023-03-23,5.0,5.0,0.0,['/upload/material/images/8f9deb60-fce1-4d72-9413-13dddd0f1dda.jpeg'],used,1.62,0.62,161.0,161.0,2023-09-24,FR,2.0,185.0,,,,,"{'score': 1.0911981917161029e-05, 'start': 0, 'end': 46, 'answer': 'Grille de ventilation rectangulaire intérieure'}",,,,,,,,,,,,,,,,,,,,Grille de ventilation rectangulaire intérieure,,,
4820,5895,5895,0a063603-2d86-4e6a-b908-e1d55289dcf5,Porte double manuelle,Battant 1 :  204×93 . battant 2: 204×51. Porte double manuelle,verygood,simple_solid_doors,C.10.20.01.2h,PARIS-8E-ARRONDISSEMENT,2023-03-24,80.0,80.0,0.0,"['/upload/material/images/38c31155-5bac-4cfe-b684-b05f9254e5f4.png', '/upload/material/images/7ceb70db-e6ee-4e3d-9f35-793fb9be1f0e.png']",used,0.0,0.0,1.0,1.0,2023-09-24,FR,2.0,184.0,,,,,"{'score': 0.0013859446626156569, 'start': 12, 'end': 19, 'answer': ' 204×93'}",,,,,,,,,,,,,,,,,,,, Porte double manuelle,,,
4821,5896,5896,0c1d0b20-a3b4-4bc7-b22d-2b7bc5a62449,Emetteur,"Radiateur à eau en acier, peint en blanc, robinet thermostatique.",correct,electronically_heat,D.30.50.02.2a,NEUILLY-SUR-SEINE,2023-03-14,35.0,35.0,0.0,"['/upload/material/images/cbbbebce-f3bb-44cd-a157-b2cdc4544fef.jpeg', '/upload/material/images/0891acbb-5725-4fe6-8fdd-d20e181c6537.jpeg']",used,181.05,31.2,2.0,2.0,2023-09-24,FR,2.0,194.0,,,,,"{'score': 0.0002061903796857223, 'start': 0, 'end': 25, 'answer': 'Radiateur à eau en acier,'}",,,,,,,,,,,,,,,,,,,,Radiateur à eau," acier,",,
4822,5897,5897,0cb908c9-923a-4de6-850d-aa20b0c274b2,Porte vitrée double manuelle,Porte vitrée double manuelle en cadre acier,correct,glass_interior_door,C.10.20.02.2a,PARIS-8E-ARRONDISSEMENT,2023-03-23,80.0,80.0,0.0,['/upload/material/images/f38fedfb-3c73-4cef-a1e1-a307b92f7310.jpeg'],used,0.0,0.0,2.0,2.0,2023-09-24,FR,2.0,185.0,,,,,"{'score': 0.0017919460078701377, 'start': 0, 'end': 43, 'answer': 'Porte vitrée double manuelle en cadre acier'}",,,,,,,,,,,,,,,,,,,,, acier,,
4823,5898,5898,0cbbb68a-a6e5-497e-8d36-86c55492f026,Store, Store en Métal,verygood,indoor_sun_protection_device,B.20.20.05.2b,LA MADELEINE,2023-03-21,10.0,10.0,0.0,"['/upload/material/images/9d9b9e99-be34-450e-a93a-75fec9a58cd3.jpeg', '/upload/material/images/bde53a14-a903-4b15-b4f7-be6eaa438a93.jpeg']",used,0.0,0.0,9.0,9.0,2023-09-24,FR,2.0,187.0,,,,,"{'score': 0.0684766173362732, 'start': 1, 'end': 15, 'answer': 'Store en Métal'}",,,,,,,,,,,,,,,,,,,,Store en Métal,Store en Métal,,
4824,5899,5899,0d50fea6-8165-430c-9b28-2fb81a57fb52,W.C. suspendu, W.C. suspendu en Céramique de marque Villeroy et Boch,verygood,WC,D.20.10.02.2a,PARIS-8E-ARRONDISSEMENT,2023-03-23,450.0,45.0,-405.0,"['/upload/material/images/5e78c9ac-514b-496a-969d-cfb1addca7ed.jpeg', '/upload/material/images/02352358-1401-4649-b872-1c4f9011e806.jpeg']",used,42.19,16.0,75.0,75.0,2023-09-24,FR,2.0,185.0,,,,,"{'score': 0.00553522864356637, 'start': 1, 'end': 27, 'answer': 'W.C. suspendu en Céramique'}",,,,,,,,,,,,,,,,,,,,W.C. suspendu, Céramique,,
4825,5900,5900,0d51889e-b71a-499c-a993-2f7baae4be56,Alarme incendie et système de détection,Déclencheur manuel d'alarme,correct,fire_alarm_device,D.40.10.01.3,NEUILLY-SUR-SEINE,2023-03-14,8.0,8.0,0.0,"['/upload/material/images/802aabdd-2e6a-4fad-be0b-3b2d0c2428e3.jpeg', '/upload/material/images/bc77ddbd-2a8d-4352-a951-a85fee0ec911.jpeg', '/upload/material/images/e12ac0fb-4654-4242-af86-5e55a3312b04.jpeg']",used,8.79,0.2,60.0,60.0,2023-09-24,FR,2.0,194.0,,,,,"{'score': 0.014005751349031925, 'start': 0, 'end': 27, 'answer': ""Déclencheur manuel d'alarme""}",,,,,,,,,,,,,,,,,,,,Déclencheur manuel d'alarme,,,
4826,5901,5901,0d58103e-7863-4e31-a7a3-364ba5a7ed14,Porte simple manuelle,Cadre L 101 cm x h 208 cm x e 7 cm. Porte simple manuelle en Bois reconstitué,correct,simple_solid_doors,C.10.20.01.1e,LA MADELEINE,2023-03-21,65.0,65.0,0.0,['/upload/material/images/0944e553-54a0-4ca8-a0cc-6f5d5ad8ee9f.jpeg'],used,0.0,0.0,2.0,2.0,2023-09-24,FR,2.0,187.0,,,,,"{'score': 4.15741578763118e-06, 'start': 60, 'end': 77, 'answer': ' Bois reconstitué'}",,,,,,,,,,,,,,,,,,,, Porte simple manuelle, Bois reconstitué,,
4827,5903,5903,0e3cc8c5-54be-41e9-8104-02da87c8d41c,Cloison,Partie pleine au centre. Cloison amovible semi-vitrée. Dimensions pour un panneau.,verygood,demountable_partitions,C.10.10.02.1e,NEUILLY-SUR-SEINE,2023-03-14,185.0,185.0,0.0,"['/upload/material/images/36cf3795-299c-41f7-bb90-274049df696a.jpeg', '/upload/material/images/f833d7bb-4d13-4708-ae35-61592a9743de.jpeg']",used,0.0,0.0,14.0,14.0,2023-09-24,FR,2.0,194.0,,,,,"{'score': 7.577531278002425e-07, 'start': 54, 'end': 82, 'answer': ' Dimensions pour un panneau.'}",,,,,,,,,,,,,,,,,,,,,,,
4828,5904,5904,0e58899d-e8cf-461f-8dc1-5d12b25b803f,Extincteur,Extincteur à CO2,correct,fire_extinguishing_device,D.40.50.01.1,PARIS-8E-ARRONDISSEMENT,2023-03-23,20.0,20.0,0.0,['/upload/material/images/25e44fd0-50cc-423d-bd6f-7c5afea15e6d.png'],used,0.0,6.4,7.0,7.0,2023-09-24,FR,2.0,185.0,,,,,"{'score': 0.001508039073087275, 'start': 0, 'end': 16, 'answer': 'Extincteur à CO2'}",,,,,,,,,,,,,,,,,,,,Extincteur à CO2,Extincteur à CO2,,
4829,5905,5905,0e95a228-ed52-4da2-be4b-747fc617d5f1,Plafond suspendu,Plafond métallique suspendu - Perforé / type lame / type maille,correct,gypsum_wallboard_ceiling_finishes,C.30.30.01.1a,PARIS-8E-ARRONDISSEMENT,2023-03-22,12.0,12.0,0.0,['/upload/material/images/a862d91e-f5ae-47ad-affa-4bb969b141c3.jpeg'],used,44.4,3.5,475.0,475.0,2023-09-24,FR,2.0,186.0,,,,,"{'score': 6.0709153331117705e-05, 'start': 0, 'end': 27, 'answer': 'Plafond métallique suspendu'}",,,,,,,,,,,,,,,,,,,,Plafond métallique suspendu,,,
4830,5906,5906,0eb3b11f-84f4-4008-8a40-ed09df3d0501,Déclencheur manuel d'alarme incendie,"Ce déclencheur manuel doit être disposé dans les circulations, à chaque étage, près des escaliers ou des issues. Il doit être placé à 1,30 m au-dessus du niveau du sol et ne pas être dissimulé par le vantail d'une porte.
En droit français, dans les établissements recevant du public (ERP), les déclencheurs manuels doivent respecter un certain nombre de critères :
Le déclencheur manuel d'alarme est un système de niveau d'accès 0, c'est-à-dire qu'il est accessible à tout public.",correct,fire_alarm_device,D.40.10.01.3,PARIS-8E-ARRONDISSEMENT,2023-03-31,2.0,2.0,0.0,['/upload/material/images/e81d3fdc-88b6-4e4c-8a3f-13f2b912e8d1.jpg'],used,8.79,0.2,10.0,10.0,2023-04-20,FR,1.0,20.0,,,,,"{'score': 8.060933587294983e-10, 'start': 365, 'end': 397, 'answer': ""\r\nLe déclencheur manuel d'alarme""}",,,,,,,,,,,,,,,,,,,,,,,
4831,5907,5907,0f60bc4e-171d-4f79-b6db-4045740fa04a,Porte intérieure,Porte simple manuelle en bois reconstitué.,verygood,simple_solid_doors,C.10.20.01.1e,NEUILLY-SUR-SEINE,2023-03-14,60.0,60.0,0.0,"['/upload/material/images/ea94a1cb-e779-40ae-9ea3-eea115e86212.jpeg', '/upload/material/images/c9b0bcba-8194-48a1-92a6-5d1b2ebad691.jpeg']",used,0.0,0.0,6.0,6.0,2023-09-24,FR,2.0,194.0,,,,,"{'score': 8.924351277528331e-05, 'start': 0, 'end': 42, 'answer': 'Porte simple manuelle en bois reconstitué.'}",,,,,,,,,,,,,,,,,,,,, bois reconstitué.,,
4832,5908,5908,0f7f54d0-bb48-4870-b29e-8b06b8b74e13,Ballon de stockage collectif, Ballon de stockage collectif,correct,hot_water_supply,D.30.10.04.3,PARIS-8E-ARRONDISSEMENT,2023-03-24,45.0,45.0,0.0,"['/upload/material/images/f3aabfd7-0968-4660-835b-52b5cf45d83a.jpeg', '/upload/material/images/d1bca1a6-8d0c-4cf8-859a-1036a2af66fb.jpeg']",used,8080.52,38.0,3.0,3.0,2023-09-24,FR,2.0,184.0,,,,,"{'score': 0.001262798672541976, 'start': 1, 'end': 29, 'answer': 'Ballon de stockage collectif'}",,,,,,,,,,,,,,,,,,,,Ballon de stockage collectif,Ballon de stockage collectif,,
4833,5909,5909,102e9233-a094-4e8c-94c3-86c2c5154090,Plaque minérale, Plaque minérale,verygood,wall_panelling,C.30.10.90.2,PARIS-8E-ARRONDISSEMENT,2023-03-22,60.0,60.0,0.0,"['/upload/material/images/3082b343-931c-4d40-8e9c-705633188629.jpeg', '/upload/material/images/ed1345cb-ff2d-4324-8f43-0c481773f937.jpeg', '/upload/material/images/91a9a9c5-9eac-4319-9dfb-308a6d0f9c23.jpeg']",used,47.74,40.0,19.0,19.0,2023-09-24,FR,2.0,186.0,,,,,"{'score': 0.019940150901675224, 'start': 1, 'end': 16, 'answer': 'Plaque minérale'}",,,,,,,,,,,,,,,,,,,,Plaque minérale,Plaque minérale,,
4834,5910,5910,103e8e08-d77f-4998-a7e2-66484a71ea81,Plafond suspendu,Plafond métallique suspendu - Perforé / type lame / type maille,correct,gypsum_wallboard_ceiling_finishes,C.30.30.01.1a,PARIS-8E-ARRONDISSEMENT,2023-03-22,12.0,12.0,0.0,['/upload/material/images/561e9921-d403-4942-a37d-90143593b21d.jpeg'],used,44.4,3.5,84.0,84.0,2023-09-24,FR,2.0,186.0,,,,,"{'score': 6.0709153331117705e-05, 'start': 0, 'end': 27, 'answer': 'Plafond métallique suspendu'}",,,,,,,,,,,,,,,,,,,,Plafond métallique suspendu,,,
4835,5911,5911,10b1e7b0-8a17-4dbf-b0a9-0eb38f31453e,Parquet,Stratifié,verygood,wood_flooring,C.30.20.03.5,PARIS-8E-ARRONDISSEMENT,2023-03-24,9.0,9.0,0.0,['/upload/material/images/d4f6810e-6f1c-4665-a9de-d2a59211a128.jpeg'],used,9.1,10.8,70.0,70.0,2023-04-20,FR,1.0,27.0,,,,,"{'score': 0.06610420346260071, 'start': 0, 'end': 9, 'answer': 'Stratifié'}",,,,,,,,,,,,,,,,,,,,Stratifié,Stratifié,,
4836,5912,5912,10ee60f8-690a-4ffe-b6ae-49d98360b9a9,Appareil de plomberie,Mitigeur en Inox marque Grohe,correct,faucets,D.20.10.09.2a,NEUILLY-SUR-SEINE,2023-03-14,12.0,12.0,0.0,"['/upload/material/images/26c68f14-c44b-427c-aad2-33aacb6e42aa.jpeg', '/upload/material/images/83533ef8-145a-4460-ba6b-1aebeb58bc0a.jpeg']",used,0.0,3.0,2.0,2.0,2023-09-24,FR,2.0,194.0,,,,,"{'score': 0.045762140303850174, 'start': 0, 'end': 29, 'answer': 'Mitigeur en Inox marque Grohe'}",,,,,,,,,,,,,,,,,,,,Mitigeur, Inox,,
4837,5913,5913,10ffeb4d-6842-410c-b403-a2d311c2960e,Éclairage et distribution secondaire,Dalle luminaire LED carré encastré dans faux plafond.,verygood,lighting_general_equipment,D.50.20.02.3,NEUILLY-SUR-SEINE,2023-03-14,20.0,20.0,0.0,"['/upload/material/images/888d0edf-1705-4eb4-98ec-c4d692f473b0.jpeg', '/upload/material/images/ae5cc6c8-ba0a-48cc-9338-f7f731186580.jpeg']",used,228.68,21.2,756.0,756.0,2023-09-24,FR,2.0,194.0,,,,,"{'score': 0.00023550352489110082, 'start': 0, 'end': 19, 'answer': 'Dalle luminaire LED'}",,,,,,,,,,,,,,,,,,,,,Dalle,,
4838,5915,5915,11af451d-d408-4ef7-b695-dc4dec500a88,Porte simple manuelle,Battant 203×93 cm. Porte simple manuelle en Composite,verygood,simple_solid_doors,C.10.20.01.1f,PARIS-8E-ARRONDISSEMENT,2023-03-24,40.0,40.0,0.0,"['/upload/material/images/4006ba65-2f9e-464d-9ed2-e66ed8030a3e.png', '/upload/material/images/2b9bbf06-780a-4882-ac27-36504aede892.png']",used,0.0,0.0,43.0,43.0,2023-09-24,FR,2.0,184.0,,,,,"{'score': 9.543153282720596e-06, 'start': 43, 'end': 53, 'answer': ' Composite'}",,,,,,,,,,,,,,,,,,,,, Composite,,
4839,5916,5916,11f4b820-2769-4d62-8a28-e70af0c99ba4,Plaque minérale, Plaque minérale. revêtement mural . granit noir,verygood,wall_panelling,C.30.10.90.2,PARIS-8E-ARRONDISSEMENT,2023-03-23,60.0,60.0,0.0,['/upload/material/images/f9b70d6e-b151-48d0-b2fb-61406209de2b.jpeg'],used,47.74,40.0,33.0,33.0,2023-09-24,FR,2.0,185.0,,,,,"{'score': 0.0005352784646674991, 'start': 1, 'end': 48, 'answer': 'Plaque minérale. revêtement mural . granit noir'}",,,,,,,,,,,,,,,,,,,,Plaque minérale.,,,
4840,5918,5918,13c14030-ebd8-453f-bdc5-4aa51826bccd,BAES,BAES,correct,fire_alarm_device,D.40.10.01.2,ISSY-LES-MOULINEAUX,2023-03-31,10.0,10.0,0.0,"['/upload/material/images/f6fac489-d13b-49ea-955c-d838e5391ce61680255196622-5348f3c2-7c17-41c7-a2c1-337ff0e31da6.jpeg', '/upload/material/images/d1eab594-c53b-41fc-b9de-3db6e31c3bb01680255196622-029aa3f0-6f80-4a57-b1b2-1e59e7c18e38.jpeg', '/upload/material/images/8ad55ca4-7e8c-4ae0-ad61-5ddbe70914921680255196622-2cc39f69-752a-46ef-abd6-86eef0fca279.jpeg', '/upload/material/images/23fde35d-a85d-424d-81ec-5e733fb3e43c1680255196622-0dc9a538-cbe8-4c23-ba53-54dcee05619e.jpeg']",used,13.46,0.55,12.0,12.0,2023-09-24,FR,2.0,177.0,,,,,"{'score': 0.01818125694990158, 'start': 0, 'end': 4, 'answer': 'BAES'}",,,,,,,,,,,,,,,,,,,,BAES,,,
4841,5919,5919,1452133a-f0ec-4c87-ad75-d860ce559dd1,Finition de sol intérieur,Parquet contrcollé clair collé,correct,wood_flooring,C.30.20.03.2,NEUILLY-SUR-SEINE,2023-03-14,30.0,30.0,0.0,"['/upload/material/images/a1e85d0f-bb54-423a-88db-b488ebfd30f7.jpeg', '/upload/material/images/a79f4da2-c563-4a24-adb4-55d08c6a21a3.jpeg', '/upload/material/images/f64ebd1a-fbb7-4c8e-ac28-24f48f56ace8.jpeg']",used,6.1,8.6,18.0,18.0,2023-09-24,FR,2.0,194.0,,,,,"{'score': 0.009546748362481594, 'start': 0, 'end': 30, 'answer': 'Parquet contrcollé clair collé'}",,,,,,,,,,,,,,,,,,,,,Parquet contrcollé clair collé,,
