,Category,Category_1,Subcategory,URL,Title,ID,Imagefile,Bredde,Bredde_unit,Højde,Højde_unit,Tykkelse,Tykkelse_unit,Dørkarm,Quantity,LastPrice,Saved,LastUpOn,Hængning,Bredde m/karm,Bredde m/karm_unit,Højde m/karm,Højde m/karm_unit,Karmtykkelse,Karmtykkelse_unit,FirstPrice,PriceChange,Description,Skinne,Gammelt glas,Med hjørnebånd,Glas,Defekte glas,Materiale,Monteret før,Produktionsår,Produktionsår_unit,Til indmuring,Overfalset,Med vinkelhængsler,Koblet,Med udskyderstang,Længde,Længde_unit,Dybde,Dybde_unit,Konvektorer,Konvektorer_unit,Ophængsbeslag,Med termostat,Trykprøvet,Store,Country,Language,Bundstykke,Fyldningstype,Fyldningstype_unit,Fast ramme,Alu på træ,Title_en
4620,Doors and  Windows,Brugte Døre,Terrassedøre,/doere-vinduer/brugte-doere/yderdoere/terrassedoere/268144/terrassedoer-med-karm,Terrassedør med karm,268144,"['/dyn/resources/Shop_Model_Product/image/4/268144/1698745476/old2columns/268144.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/354141/1698660362/old2columns/268144.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/354142/1698660373/old2columns/268144.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/354144/1698660375/old2columns/268144.jpg']",94.5,cm,212.5,cm,13.0,cm,,1 stk,3200.0,2023-09-04,2023-11-06,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Terrace door with frame
4621,Doors and  Windows,Brugte Døre,Dobbelte yderdøre,/doere-vinduer/brugte-doere/yderdoere/dobbelte-yderdoere/268168/dobbelt-havedoersparti,Dobbelt havedørsparti,268168,"['/dyn/resources/Shop_Model_Product/image/8/268168/1698762850/old2columns/268168.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/354328/1698766928/old2columns/dobbelt-havedoersparti-268168.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/354324/1698762791/old2columns/268168.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/354326/1698762794/old2columns/268168.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/354321/1698762778/old2columns/268168.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/354322/1698762786/old2columns/268168.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/354325/1698762793/old2columns/268168.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/354327/1698762796/old2columns/268168.jpg']",259.0,cm,267.0,cm,14.0,cm,,1 stk,9000.0,2023-09-06,2023-11-06,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Double garden door lot
4622,Doors and  Windows,Brugte Døre,Dobbeltdøre,/doere-vinduer/brugte-doere/dobbeltdoere/268320/fransk-doer-med-karm,Fransk dør med karm,268320,"['/dyn/resources/Shop_Model_Product/image/0/268320/1700476175/old2columns/fransk-doer-med-karm-268320.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/355561/1700475308/old2columns/fransk-doer-med-karm-268320.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/355564/1700475312/old2columns/fransk-doer-med-karm-268320.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/355563/1700475311/old2columns/fransk-doer-med-karm-268320.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/355560/1700475293/old2columns/fransk-doer-med-karm-268320.jpg']",147.0,cm,230.0,cm,11.8,cm,,1 stk,17500.0,2023-08-11,2023-11-06,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,French door with frame
4623,Doors and  Windows,Brugte Døre,Dobbeltdøre,/doere-vinduer/brugte-doere/dobbeltdoere/268386/fransk-doer-med-karm,Fransk dør med karm,268386,"['/dyn/resources/Shop_Model_Product/image/6/268386/1700488509/old2columns/268386.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/355554/1700473338/old2columns/268386.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/355556/1700473349/old2columns/268386.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/355557/1700473351/old2columns/268386.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/355558/1700473354/old2columns/268386.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/355559/1700473355/old2columns/268386.jpg']",132.0,cm,213.5,cm,11.8,cm,,1 stk,17000.0,2023-08-11,2023-11-06,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,French door with frame
4624,Doors and  Windows,Brugte Døre,Dobbeltdøre,/doere-vinduer/brugte-doere/dobbeltdoere/268211/fransk-doer-med-karm,Fransk dør med karm,268211,"['/dyn/resources/Shop_Model_Product/image/1/268211/1699004404/old2columns/268211.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/354577/1699004351/old2columns/268211.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/354573/1699004344/old2columns/268211.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/354572/1699004342/old2columns/268211.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/354570/1699004333/old2columns/268211.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/354571/1699004341/old2columns/268211.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/354574/1699004345/old2columns/268211.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/354575/1699004347/old2columns/268211.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/354576/1699004350/old2columns/268211.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/354578/1699004352/old2columns/268211.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/354582/1699004725/old2columns/fransk-doer-med-karm-268211.jpg']",134.5,cm,201.0,cm,13.5,cm,,1 stk,17000.0,2023-08-18,2023-11-06,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,French door with frame
4625,Doors and  Windows,Brugte Døre,Dobbeltdøre,/doere-vinduer/brugte-doere/dobbeltdoere/268203/fransk-doer-med-karm,Fransk dør med karm,268203,"['/dyn/resources/Shop_Model_Product/image/3/268203/1698939866/old2columns/268203.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/354532/1698939815/old2columns/fransk-doer-med-karm-268203.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/354528/1698939672/old2columns/268203.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/354529/1698939673/old2columns/268203.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/354526/1698939664/old2columns/268203.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/354527/1698939671/old2columns/268203.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/354530/1698939675/old2columns/268203.jpg']",128.0,cm,220.0,cm,12.0,cm,,køb efter reservation,19500.0,2023-07-29,2023-09-08,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,French door with frame
4626,Doors and  Windows,Brugte Døre,Dobbeltdøre,/doere-vinduer/brugte-doere/dobbeltdoere/268201/dobbelt-funkisdoer-uden-karm,Dobbelt funkisdør uden karm,268201,"['/dyn/resources/Shop_Model_Product/image/1/268201/1698930023/old2columns/268201.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/354519/1698930028/old2columns/268201.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/354520/1698930030/old2columns/268201.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/354521/1698930031/old2columns/268201.jpg']",132.5,cm,207.0,cm,3.5,cm,,1 stk,3500.0,2023-08-27,2023-10-29,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Double function door without frame
4627,Doors and  Windows,Brugte Døre,Dobbeltdøre,/doere-vinduer/brugte-doere/dobbeltdoere/268202/fransk-doer-uden-karm,Fransk dør uden karm,268202,"['/dyn/resources/Shop_Model_Product/image/2/268202/1698936028/old2columns/268202.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/354522/1698932250/old2columns/268202.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/354523/1698932257/old2columns/268202.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/354524/1698932258/old2columns/268202.jpg']",133.0,cm,208.0,cm,3.5,cm,,1 stk,6500.0,2023-08-14,2023-10-03,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,French door without frame
4628,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/268358/fyldningsdoer-med-karm,Fyldningsdør med karm,268358,"['/dyn/resources/Shop_Model_Product/image/8/268358/1700044523/old2columns/268358.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/355410/1700044463/old2columns/268358.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/355412/1700044470/old2columns/268358.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/355413/1700044472/old2columns/268358.jpg']",89.0,cm,213.5,cm,14.3,cm,,1 stk,3200.0,2023-09-03,2023-10-16,Venstrehængt,89.0,cm,213.5,cm,14.3,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
4629,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/268357/fyldningsdoer-med-karm,Fyldningsdør med karm,268357,"['/dyn/resources/Shop_Model_Product/image/7/268357/1700042998/old2columns/268357.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/355406/1700042952/old2columns/268357.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/355407/1700042960/old2columns/268357.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/355408/1700042961/old2columns/268357.jpg']",89.0,cm,211.0,cm,8.0,cm,,1 stk,3100.0,2023-07-27,2023-10-23,Højrehængt,89.0,cm,211.0,cm,8.0,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
4630,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/268359/fyldningsdoer-med-karm,Fyldningsdør med karm,268359,"['/dyn/resources/Shop_Model_Product/image/9/268359/1700045830/old2columns/268359.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/355415/1700045799/old2columns/268359.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/355414/1700045790/old2columns/268359.jpg']",89.0,cm,213.5,cm,14.3,cm,,1 stk,3200.0,2023-08-08,2023-10-03,Venstrehængt,89.0,cm,213.5,cm,14.3,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
4631,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/268356/fyldningsdoer-med-karm,Fyldningsdør med karm,268356,"['/dyn/resources/Shop_Model_Product/image/6/268356/1700049129/old2columns/268356.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/355403/1700039743/old2columns/268356.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/355404/1700039750/old2columns/268356.jpg']",89.0,cm,211.0,cm,8.0,cm,,1 stk,3200.0,2023-08-03,2023-10-22,Venstrehængt,89.0,cm,211.0,cm,8.0,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
4632,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/268353/fyldningsdoer-med-karm,Fyldningsdør med karm,268353,"['/dyn/resources/Shop_Model_Product/image/3/268353/1700041649/old2columns/268353.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/355393/1700037581/old2columns/268353.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/355392/1700037573/old2columns/268353.jpg']",89.0,cm,212.0,cm,7.5,cm,,2 stk,3200.0,2023-08-20,2023-10-19,Højrehængt,89.0,cm,212.0,cm,7.5,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
4633,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/268333/fyldningsdoer-med-karm,Fyldningsdør med karm,268333,"['/dyn/resources/Shop_Model_Product/image/3/268333/1699948844/old2columns/268333.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/355298/1699948849/old2columns/268333.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/355299/1699948850/old2columns/268333.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/355300/1699948853/old2columns/268333.jpg']",78.5,cm,203.0,cm,17.0,cm,,1 stk,2300.0,2023-08-29,2023-10-05,Højrehængt,78.5,cm,203.0,cm,17.0,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
4634,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/268334/fyldningsdoer-med-karm,Fyldningsdør med karm,268334,"['/dyn/resources/Shop_Model_Product/image/4/268334/1699949610/old2columns/268334.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/355301/1699949595/old2columns/268334.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/355303/1699949603/old2columns/268334.jpg']",78.5,cm,203.0,cm,17.0,cm,,1 stk,2800.0,2023-07-28,2023-09-03,Venstrehængt,78.5,cm,203.0,cm,17.0,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
4635,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/268301/fyldningsdoer-med-karm,Fyldningsdør med karm,268301,"['/dyn/resources/Shop_Model_Product/image/1/268301/1699531868/old2columns/268301.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/355139/1699531875/old2columns/268301.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/355140/1699531879/old2columns/268301.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/355141/1699531882/old2columns/268301.jpg']",78.5,cm,203.0,cm,17.0,cm,,9 stk,1900.0,2023-08-05,2023-10-22,Venstrehængt,78.5,cm,203.0,cm,17.0,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
4636,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/268299/fyldningsdoer-med-karm,Fyldningsdør med karm,268299,"['/dyn/resources/Shop_Model_Product/image/9/268299/1699527692/old2columns/268299.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/355136/1699527697/old2columns/268299.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/355137/1699527698/old2columns/268299.jpg']",78.5,cm,203.0,cm,17.0,cm,,1 stk,2200.0,2023-09-04,2023-10-04,Venstrehængt,78.5,cm,203.0,cm,17.0,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
4637,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/268179/fyldningsdoer-med-karm,Fyldningsdør med karm,268179,"['/dyn/resources/Shop_Model_Product/image/9/268179/1698847056/old2columns/268179.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/354420/1698847060/old2columns/268179.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/354421/1698847062/old2columns/268179.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/354422/1698847063/old2columns/268179.jpg']",78.0,cm,203.0,cm,17.0,cm,,3 stk,2300.0,2023-07-29,2023-10-30,Højrehængt,78.0,cm,203.0,cm,17.0,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
4638,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/268250/fyldningsdoer-med-karm,Fyldningsdør med karm,268250,"['/dyn/resources/Shop_Model_Product/image/0/268250/1699355944/old2columns/268250.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/354864/1699355949/old2columns/268250.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/354866/1699355952/old2columns/268250.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/354867/1699355954/old2columns/268250.jpg']",78.5,cm,203.0,cm,16.5,cm,,19 stk,1900.0,2023-08-02,2023-10-08,Højrehængt,78.5,cm,203.0,cm,16.5,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
4639,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/268295/funkisdoer-med-karm,Funkisdør med karm,268295,"['/dyn/resources/Shop_Model_Product/image/5/268295/1699544509/old2columns/268295.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/355110/1699521172/old2columns/268295.jpg']",68.0,cm,214.5,cm,13.0,cm,,1 stk,2400.0,2023-08-06,2023-10-21,Venstrehængt,68.0,cm,214.5,cm,13.0,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Functional door with frame
4640,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/267817/fyldningsdoer-med-karm,Fyldningsdør med karm,267817,"['/dyn/resources/Shop_Model_Product/image/7/267817/1695899951/old2columns/267817.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/352413/1695899957/old2columns/267817.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/352412/1695899955/old2columns/267817.jpg']",87.5,cm,210.0,cm,8.0,cm,,1 stk,2800.0,2023-09-03,2023-09-04,Venstrehængt,87.5,cm,210.0,cm,8.0,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
4641,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/267815/fyldningsdoer-med-karm,Fyldningsdør med karm,267815,"['/dyn/resources/Shop_Model_Product/image/5/267815/1695898815/old2columns/267815.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/352405/1695898795/old2columns/267815.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/352404/1695898785/old2columns/267815.jpg']",85.0,cm,212.0,cm,12.0,cm,,1 stk,2800.0,2023-08-09,2023-09-07,Højrehængt,85.0,cm,212.0,cm,12.0,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
4642,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/267751/fyldningsdoer-med-karm,Fyldningsdør med karm,267751,"['/dyn/resources/Shop_Model_Product/image/1/267751/1695732926/old2columns/267751.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/352157/1695732931/old2columns/267751.jpg']",91.0,cm,211.0,cm,19.5,cm,,1 stk,2800.0,2023-08-12,2023-09-10,Højrehængt,91.0,cm,211.0,cm,19.5,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
4643,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/267683/funkisdoer-med-karm,Funkisdør med karm,267683,"['/dyn/resources/Shop_Model_Product/image/3/267683/1695049098/old2columns/267683.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/351713/1695049102/old2columns/267683.jpg']",68.0,cm,200.5,cm,10.5,cm,,1 stk,2500.0,2023-08-02,2023-09-02,Højrehængt,68.0,cm,200.5,cm,10.5,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Functional door with frame
4644,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/267349/funkisdoer-med-karm,Funkisdør med karm,267349,"['/dyn/resources/Shop_Model_Product/image/9/267349/1692785215/old2columns/267349.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/350383/1692785219/old2columns/267349.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/350384/1692785221/old2columns/267349.jpg']",88.0,cm,211.0,cm,15.7,cm,,1 stk,2000.0,2023-08-27,2023-09-25,Højrehængt,88.0,cm,211.0,cm,15.7,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Functional door with frame
4645,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/267342/funkisdoer-med-karm,Funkisdør med karm,267342,"['/dyn/resources/Shop_Model_Product/image/2/267342/1692774120/old2columns/267342.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/350351/1692774077/old2columns/267342.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/350352/1692774084/old2columns/267342.jpg']",88.0,cm,211.0,cm,16.0,cm,,1 stk,2000.0,2023-08-04,2023-09-14,Højrehængt,88.0,cm,211.0,cm,16.0,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Functional door with frame
4646,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/267616/fyldningsdoer-med-karm,Fyldningsdør med karm,267616,"['/dyn/resources/Shop_Model_Product/image/6/267616/1694674838/old2columns/267616.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/351447/1694674845/old2columns/267616.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/351448/1694674846/old2columns/267616.jpg']",87.5,cm,202.0,cm,8.0,cm,,1 stk,2500.0,2023-08-16,2023-09-25,Højrehængt,87.5,cm,202.0,cm,8.0,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
4647,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/267623/funkisdoer-med-karm,Funkisdør med karm,267623,"['/dyn/resources/Shop_Model_Product/image/3/267623/1695022633/old2columns/267623.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/351476/1694679877/old2columns/267623.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/351478/1694679891/old2columns/267623.jpg']",87.5,cm,202.0,cm,8.0,cm,,1 stk,2400.0,2023-07-24,2023-09-03,Venstrehængt,87.5,cm,202.0,cm,8.0,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Functional door with frame
4648,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/267335/fyldningsdoer-med-karm,Fyldningsdør med karm,267335,"['/dyn/resources/Shop_Model_Product/image/5/267335/1692698289/old2columns/267335.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/350329/1692698293/old2columns/267335.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/350330/1692698294/old2columns/267335.jpg']",79.0,cm,191.0,cm,12.0,cm,,1 stk,1800.0,2023-08-22,2023-09-26,Venstrehængt,79.0,cm,191.0,cm,12.0,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
4649,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/267367/funkisdoer-med-karm,Funkisdør med karm,267367,"['/dyn/resources/Shop_Model_Product/image/7/267367/1694597710/old2columns/267367.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/350461/1692798824/old2columns/267367.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/350459/1692798815/old2columns/267367.jpg']",88.0,cm,203.0,cm,7.7,cm,,1 stk,2000.0,2023-08-01,2023-09-20,Venstrehængt,88.0,cm,203.0,cm,7.7,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Functional door with frame
4650,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/267381/funkisdoer-med-karm,Funkisdør med karm,267381,"['/dyn/resources/Shop_Model_Product/image/1/267381/1692869040/old2columns/267381.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/350499/1692868984/old2columns/267381.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/350500/1692868991/old2columns/267381.jpg']",88.0,cm,203.0,cm,8.0,cm,,1 stk,2000.0,2023-07-27,2023-09-13,Højrehængt,88.0,cm,203.0,cm,8.0,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Functional door with frame
4651,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/267382/funkisdoer-med-karm,Funkisdør med karm,267382,"['/dyn/resources/Shop_Model_Product/image/2/267382/1692869814/old2columns/267382.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/350503/1692869819/old2columns/267382.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/350504/1692869820/old2columns/267382.jpg']",78.0,cm,204.5,cm,7.8,cm,,1 stk,2000.0,2023-08-05,2023-09-02,Venstrehængt,78.0,cm,204.5,cm,7.8,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Functional door with frame
4652,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/267383/funkisdoer-med-karm,Funkisdør med karm,267383,"['/dyn/resources/Shop_Model_Product/image/3/267383/1692871272/old2columns/267383.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/350505/1692871158/old2columns/267383.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/350507/1692871165/old2columns/267383.jpg']",78.5,cm,204.0,cm,8.0,cm,,1 stk,2000.0,2023-08-10,2023-09-14,Venstrehængt,78.5,cm,204.0,cm,8.0,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Functional door with frame
4653,Doors and  Windows,Brugte Døre,Fyldningsdøre med karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-karm/267399/fyldningsdoer-med-karm,Fyldningsdør med karm,267399,"['/dyn/resources/Shop_Model_Product/image/9/267399/1692954652/old2columns/267399.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/350574/1692954660/old2columns/267399.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/350572/1692954657/old2columns/267399.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/350573/1692954658/old2columns/267399.jpg']",90.5,cm,213.0,cm,12.0,cm,,1 stk,1600.0,2023-08-25,2023-09-28,Højrehængt,90.5,cm,213.0,cm,12.0,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door with frame
